axis,value,scene,layer,readout,result,seed
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,6
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,6
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,6
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,6
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,6
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:investigate:A:B,1,7
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,7
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,7
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,7
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,7
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,7
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:talk:A:B,1,8
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,8
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,8
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,8
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,8
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,8
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:guard:A:B,1,9
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:complied,1,9
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,1,9
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,3,9
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,9
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,9
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:ask_info:A:B,1,10
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,10
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,10
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,10
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,10
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,10
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:ask_info:A:B,1,11
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,11
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,11
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,11
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,11
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,11
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:share:A:B,1,12
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,12
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,12
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,12
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,12
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,12
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:con:challenge:A:B,1,13
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:defied,1,13
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,3,13
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,1,13
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,13
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,13
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:wait:A,1,14
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,14
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,14
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,14
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,14
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,14
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:talk:A:B,1,15
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,15
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,15
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,15
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,15
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,15
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:con:challenge:A:B,1,16
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:defied,1,16
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,3,16
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,1,16
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,16
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,16
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:talk:A:B,1,17
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,17
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,17
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,17
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,17
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,17
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:investigate:A:B,1,18
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,18
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,18
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,18
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,18
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,18
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:observe:A,1,19
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,19
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,19
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,19
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,19
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,19
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:observe_target:A:B,1,20
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,20
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,20
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,20
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,20
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,20
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:negotiate:A:B,1,21
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,21
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,21
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,21
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,21
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,21
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:con:challenge:A:B,1,22
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:defied,1,22
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,3,22
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,1,22
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,22
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,22
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:observe:A,1,23
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,23
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,23
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,23
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,23
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,23
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:wait:A,1,24
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,24
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,24
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,24
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,24
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,24
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:talk:A:B,1,25
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,25
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,25
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,25
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,25
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,25
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:wait:A,1,26
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,26
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,26
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,26
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,26
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,26
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:verify:A:B,1,27
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,27
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,27
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,27
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,27
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,27
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:share:A:B,1,28
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,28
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,28
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,28
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,28
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,28
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:call_backup:A:B,1,29
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,29
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,29
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,29
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,29
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,29
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:escort:A:B,1,30
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:complied,1,30
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,1,30
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,3,30
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,30
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,30
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:verify:A:B,1,31
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,31
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,31
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,31
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,31
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,31
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:wait:A,1,32
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,32
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,32
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,32
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,32
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,32
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:negotiate:A:B,1,33
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,33
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,33
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,33
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,33
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,33
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:call_backup:A:B,1,34
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,34
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,34
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,34
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,34
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,34
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:loot:A,1,35
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:defied,1,35
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,3,35
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,1,35
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,35
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,35
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:negotiate:A:B,1,36
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,36
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,36
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,36
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,36
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,36
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:investigate:A:B,1,37
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,37
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,37
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,37
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,37
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,37
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:verify:A:B,1,38
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,38
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,38
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,38
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,38
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,38
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:negotiate:A:B,1,39
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,39
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,39
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,39
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,39
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,39
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:escort:A:B,1,40
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:complied,1,40
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,1,40
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,3,40
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,40
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,40
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:ask_info:A:B,1,41
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,41
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,41
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,41
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,41
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,41
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:verify:A:B,1,42
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,42
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,42
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,42
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,42
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,42
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:verify:A:B,1,43
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,43
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,43
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,43
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,43
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,43
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:con:challenge:A:B,1,44
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:defied,1,44
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,3,44
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,1,44
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,44
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,44
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:talk:A:B,1,45
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,45
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,45
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,45
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,45
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,45
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:talk:A:B,1,46
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,46
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,46
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,46
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,46
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,46
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:con:challenge:A:B,1,47
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:defied,1,47
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,3,47
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,1,47
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,47
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,47
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:monologue:A,1,48
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:evaded,1,48
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,0,48
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,0,48
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,48
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,48
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:negotiate:A:B,1,49
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,49
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,49
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,49
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,49
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,49
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:negotiate:A:B,1,50
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,50
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,50
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,50
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,50
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,50
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:verify:A:B,1,51
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,51
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,51
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,51
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,51
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,51
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:con:challenge:A:B,1,52
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:defied,1,52
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,3,52
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,1,52
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,52
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,52
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:cog:verify:A:B,1,53
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,53
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,53
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,53
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,53
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,53
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:talk:A:B,1,54
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,54
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,54
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,54
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,54
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,54
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:negotiate:A:B,1,55
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:negotiated_terms,1,55
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_self,2,55
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome_other,2,55
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,coop,0,55
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,unclassified,0,55
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,S8,act:aff:escort:A:B,1,56
A_Liberty_Autonomy,1,S_coercive_order@pamV2off,OUTCOME,outcome:complied,1,56
